UserID,Tel,Address
U000092,080-xxxx-xxxx,24
U000093,080-xxxx-xxxx,6
U000094,080-xxxx-xxxx,26
U000095,080-xxxx-xxxx,23
U000096,080-xxxx-xxxx,2
U000097,080-xxxx-xxxx,21
U000098,090-xxxx-xxxx,47
U000099,080-xxxx-xxxx,40
U000100,080-xxxx-xxxx,21
U000101,090-xxxx-xxxx,47
U000102,080-xxxx-xxxx,36
U000103,080-xxxx-xxxx,31
U000104,090-xxxx-xxxx,5
U000105,080-xxxx-xxxx,9
U000106,090-xxxx-xxxx,9
U000107,080-xxxx-xxxx,31
U000108,080-xxxx-xxxx,18
U000109,090-xxxx-xxxx,21
U000110,080-xxxx-xxxx,33
U000111,090-xxxx-xxxx,39
U000112,080-xxxx-xxxx,30
U000113,080-xxxx-xxxx,24
U000114,080-xxxx-xxxx,8
U000115,080-xxxx-xxxx,41
U000116,080-xxxx-xxxx,22
U000117,090-xxxx-xxxx,28
U000118,080-xxxx-xxxx,10
U000119,090-xxxx-xxxx,3
U000120,080-xxxx-xxxx,18
U000121,080-xxxx-xxxx,4
U000122,080-xxxx-xxxx,35
U000123,080-xxxx-xxxx,32
U000124,080-xxxx-xxxx,37
U000125,080-xxxx-xxxx,13
U000126,090-xxxx-xxxx,36
U000127,090-xxxx-xxxx,19
U000128,080-xxxx-xxxx,9
U000129,080-xxxx-xxxx,40
U000130,080-xxxx-xxxx,26
U000131,080-xxxx-xxxx,13
U000132,080-xxxx-xxxx,23
U000133,090-xxxx-xxxx,16
U000134,090-xxxx-xxxx,29
U000135,080-xxxx-xxxx,34
U000136,080-xxxx-xxxx,24
U000137,080-xxxx-xxxx,30
U000138,080-xxxx-xxxx,8
U000139,080-xxxx-xxxx,16
U000140,080-xxxx-xxxx,27
U000141,080-xxxx-xxxx,44
U000142,080-xxxx-xxxx,11
U000143,080-xxxx-xxxx,14
U000144,080-xxxx-xxxx,5
U000145,080-xxxx-xxxx,45
U000146,090-xxxx-xxxx,22
U000147,080-xxxx-xxxx,15
U000148,080-xxxx-xxxx,43
U000149,080-xxxx-xxxx,17
U000150,080-xxxx-xxxx,14
U000151,090-xxxx-xxxx,7
U000152,090-xxxx-xxxx,20
U000153,090-xxxx-xxxx,22
U000154,080-xxxx-xxxx,8
U000155,080-xxxx-xxxx,11
U000156,080-xxxx-xxxx,8
U000157,090-xxxx-xxxx,47
U000158,090-xxxx-xxxx,17
U000159,080-xxxx-xxxx,2
U000160,080-xxxx-xxxx,18
U000161,080-xxxx-xxxx,19
U000162,080-xxxx-xxxx,39
U000163,080-xxxx-xxxx,27
U000164,080-xxxx-xxxx,21
U000165,080-xxxx-xxxx,22
U000166,080-xxxx-xxxx,44
U000167,090-xxxx-xxxx,46
U000168,080-xxxx-xxxx,23
U000169,080-xxxx-xxxx,20
U000170,090-xxxx-xxxx,11
U000171,080-xxxx-xxxx,15
U000172,090-xxxx-xxxx,13
U000173,080-xxxx-xxxx,34
U000174,080-xxxx-xxxx,24
U000175,080-xxxx-xxxx,23
U000176,090-xxxx-xxxx,45
U000177,080-xxxx-xxxx,32
U000178,080-xxxx-xxxx,26
U000179,090-xxxx-xxxx,19
U000180,789-xxxx-xxxx,37
U000181,080-xxxx-xxxx,14
U000182,090-xxxx-xxxx,33
U000183,090-xxxx-xxxx,12
U000184,090-xxxx-xxxx,29
U000185,080-xxxx-xxxx,42
U000186,090-xxxx-xxxx,15
U000187,080-xxxx-xxxx,31
U000188,090-xxxx-xxxx,24
U000189,090-xxxx-xxxx,26
U000190,080-xxxx-xxxx,25
U000191,090-xxxx-xxxx,23
U000192,090-xxxx-xxxx,38
U000193,080-xxxx-xxxx,2
U000194,090-xxxx-xxxx,38
U000195,080-xxxx-xxxx,35
U000196,090-xxxx-xxxx,33
U000197,090-xxxx-xxxx,38
U000198,090-xxxx-xxxx,29
U000199,080-xxxx-xxxx,26
U000200,080-xxxx-xxxx,29
U000201,090-xxxx-xxxx,31
U000202,080-xxxx-xxxx,25
U000203,080-xxxx-xxxx,46
U000204,080-xxxx-xxxx,8
U000205,090-xxxx-xxxx,16
U000206,080-xxxx-xxxx,33
U000207,080-xxxx-xxxx,46
U000208,080-xxxx-xxxx,42
U000209,090-xxxx-xxxx,39
U000210,080-xxxx-xxxx,3
U000211,090-xxxx-xxxx,19
U000212,090-xxxx-xxxx,26
U000213,080-xxxx-xxxx,4
U000214,080-xxxx-xxxx,8
U000215,080-xxxx-xxxx,29
U000216,080-xxxx-xxxx,34
U000217,080-xxxx-xxxx,34
U000218,080-xxxx-xxxx,30
U000219,090-xxxx-xxxx,47
U000220,080-xxxx-xxxx,36
U000221,090-xxxx-xxxx,2
U000222,090-xxxx-xxxx,3
U000223,080-xxxx-xxxx,17
U000224,090-xxxx-xxxx,19
U000225,090-xxxx-xxxx,7
U000226,080-xxxx-xxxx,43
U000227,080-xxxx-xxxx,38
U000228,080-xxxx-xxxx,25
U000229,090-xxxx-xxxx,12
U000230,080-xxxx-xxxx,22
U000231,080-xxxx-xxxx,11
U000232,090-xxxx-xxxx,46
U000233,090-xxxx-xxxx,9
U000234,090-xxxx-xxxx,1
U000235,080-xxxx-xxxx,24
U000236,090-xxxx-xxxx,2
U000237,080-xxxx-xxxx,47
U000238,090-xxxx-xxxx,5
U000239,090-xxxx-xxxx,37
U000240,090-xxxx-xxxx,11
U000241,080-xxxx-xxxx,10
U000242,090-xxxx-xxxx,38
U000243,090-xxxx-xxxx,41
U000244,080-xxxx-xxxx,37
U000245,090-xxxx-xxxx,18
U000246,080-xxxx-xxxx,5
U000247,080-xxxx-xxxx,12
U000248,080-xxxx-xxxx,32
U000249,080-xxxx-xxxx,24
U000250,090-xxxx-xxxx,9
U000251,080-xxxx-xxxx,39
U000252,080-xxxx-xxxx,33
U000253,090-xxxx-xxxx,42
U000254,090-xxxx-xxxx,37
U000255,080-xxxx-xxxx,11
U000256,090-xxxx-xxxx,37
U000257,090-xxxx-xxxx,12
U000258,080-xxxx-xxxx,16
U000259,080-xxxx-xxxx,38
U000260,090-xxxx-xxxx,44
U000261,080-xxxx-xxxx,30
U000262,090-xxxx-xxxx,39
U000263,090-xxxx-xxxx,45
U000264,090-xxxx-xxxx,14
U000265,090-xxxx-xxxx,9
U000266,090-xxxx-xxxx,32
U000267,080-xxxx-xxxx,34
U000268,090-xxxx-xxxx,11
U000269,080-xxxx-xxxx,34
U000270,090-xxxx-xxxx,5
U000271,090-xxxx-xxxx,32
U000272,090-xxxx-xxxx,4
U000273,090-xxxx-xxxx,29
U000274,080-xxxx-xxxx,26
U000275,080-xxxx-xxxx,21
U000276,090-xxxx-xxxx,3
U000277,080-xxxx-xxxx,20
U000278,080-xxxx-xxxx,15
U000279,090-xxxx-xxxx,40
U000280,080-xxxx-xxxx,5
U000281,080-xxxx-xxxx,38
U000282,090-xxxx-xxxx,11
U000283,080-xxxx-xxxx,10
U000284,090-xxxx-xxxx,2
U000285,080-xxxx-xxxx,33
U000286,080-xxxx-xxxx,31
U000287,080-xxxx-xxxx,37
U000288,080-xxxx-xxxx,1
U000289,080-xxxx-xxxx,45
U000290,080-xxxx-xxxx,27
U000291,080-xxxx-xxxx,17
U000292,080-xxxx-xxxx,37
U000293,080-xxxx-xxxx,7
U000294,090-xxxx-xxxx,40
U000295,080-xxxx-xxxx,10
U000296,090-xxxx-xxxx,40
U000297,080-xxxx-xxxx,38
U000298,080-xxxx-xxxx,44
U000299,080-xxxx-xxxx,32
U000300,090-xxxx-xxxx,9
U000301,080-xxxx-xxxx,35
U000302,090-xxxx-xxxx,17
U000303,080-xxxx-xxxx,9
U000304,080-xxxx-xxxx,6
U000305,080-xxxx-xxxx,16
U000306,080-xxxx-xxxx,19
U000307,080-xxxx-xxxx,15
U000308,090-xxxx-xxxx,41
U000309,080-xxxx-xxxx,10
U000310,090-xxxx-xxxx,2
U000311,090-xxxx-xxxx,12
U000312,080-xxxx-xxxx,40
U000313,080-xxxx-xxxx,34
U000314,080-xxxx-xxxx,12
U000315,080-xxxx-xxxx,9
U000316,090-xxxx-xxxx,41
U000317,090-xxxx-xxxx,18
U000318,080-xxxx-xxxx,15
U000319,080-xxxx-xxxx,11
U000320,080-xxxx-xxxx,25
U000321,080-xxxx-xxxx,39
U000322,080-xxxx-xxxx,37
U000323,090-xxxx-xxxx,30
U000324,080-xxxx-xxxx,12
U000325,090-xxxx-xxxx,6
U000326,090-xxxx-xxxx,21
U000327,080-xxxx-xxxx,25
U000328,080-xxxx-xxxx,28
U000329,080-xxxx-xxxx,42
U000330,080-xxxx-xxxx,28
U000331,080-xxxx-xxxx,32
U000332,080-xxxx-xxxx,38
U000333,090-xxxx-xxxx,23
U000334,080-xxxx-xxxx,10
U000335,090-xxxx-xxxx,25
U000336,080-xxxx-xxxx,28
U000337,090-xxxx-xxxx,38
U000338,090-xxxx-xxxx,35
U000339,080-xxxx-xxxx,34
U000340,090-xxxx-xxxx,15
U000341,080-xxxx-xxxx,20
U000342,080-xxxx-xxxx,17
U000343,090-xxxx-xxxx,41
U000344,090-xxxx-xxxx,17
U000345,090-xxxx-xxxx,2
U000346,080-xxxx-xxxx,26
U000347,090-xxxx-xxxx,13
U000348,090-xxxx-xxxx,22
U000349,080-xxxx-xxxx,19
U000350,080-xxxx-xxxx,21
U000351,080-xxxx-xxxx,10
U000352,090-xxxx-xxxx,35
U000353,080-xxxx-xxxx,15
U000354,090-xxxx-xxxx,46
U000355,080-xxxx-xxxx,14
U000356,090-xxxx-xxxx,1
U000357,080-xxxx-xxxx,39
U000358,090-xxxx-xxxx,7
U000359,080-xxxx-xxxx,26
U000360,080-xxxx-xxxx,13
U000361,080-xxxx-xxxx,10
U000362,090-xxxx-xxxx,22
U000363,090-xxxx-xxxx,8
U000364,080-xxxx-xxxx,2
U000365,080-xxxx-xxxx,14
U000366,080-xxxx-xxxx,31
U000367,080-xxxx-xxxx,7
U000368,080-xxxx-xxxx,21
U000369,090-xxxx-xxxx,26
U000370,090-xxxx-xxxx,17
U000371,080-xxxx-xxxx,3
U000372,080-xxxx-xxxx,26
U000373,090-xxxx-xxxx,7
U000374,080-xxxx-xxxx,37
U000375,090-xxxx-xxxx,42
U000376,090-xxxx-xxxx,45
U000377,080-xxxx-xxxx,5
U000378,080-xxxx-xxxx,34
U000379,090-xxxx-xxxx,19
U000380,090-xxxx-xxxx,34
U000381,080-xxxx-xxxx,43
U000382,090-xxxx-xxxx,44
U000383,090-xxxx-xxxx,45
U000384,080-xxxx-xxxx,9
U000385,080-xxxx-xxxx,18
U000386,080-xxxx-xxxx,32
U000387,080-xxxx-xxxx,6
U000388,090-xxxx-xxxx,22
U000389,080-xxxx-xxxx,28
U000390,090-xxxx-xxxx,18
U000391,090-xxxx-xxxx,18
U000392,080-xxxx-xxxx,36
U000393,080-xxxx-xxxx,43
U000394,080-xxxx-xxxx,40
U000395,090-xxxx-xxxx,12
U000396,080-xxxx-xxxx,37
U000397,080-xxxx-xxxx,31
U000398,080-xxxx-xxxx,2
U000399,090-xxxx-xxxx,40
U000400,080-xxxx-xxxx,16
U000401,080-xxxx-xxxx,41
U000402,090-xxxx-xxxx,2
U000403,080-xxxx-xxxx,22
U000404,090-xxxx-xxxx,47
U000405,080-xxxx-xxxx,17
U000406,080-xxxx-xxxx,41
U000407,080-xxxx-xxxx,9
U000408,080-xxxx-xxxx,31
U000409,090-xxxx-xxxx,26
U000410,080-xxxx-xxxx,25
U000411,080-xxxx-xxxx,8
U000412,080-xxxx-xxxx,46
U000413,080-xxxx-xxxx,34
U000414,080-xxxx-xxxx,43
U000415,080-xxxx-xxxx,37
U000416,080-xxxx-xxxx,47
U000417,080-xxxx-xxxx,17
U000418,090-xxxx-xxxx,7
U000419,080-xxxx-xxxx,4
U000420,080-xxxx-xxxx,15
U000421,080-xxxx-xxxx,8
U000422,080-xxxx-xxxx,30
U000423,080-xxxx-xxxx,26
U000424,090-xxxx-xxxx,39
U000425,090-xxxx-xxxx,1
U000426,080-xxxx-xxxx,16
U000427,080-xxxx-xxxx,29
U000428,090-xxxx-xxxx,40
U000429,080-xxxx-xxxx,21
U000430,090-xxxx-xxxx,32
U000431,090-xxxx-xxxx,26
U000432,080-xxxx-xxxx,23
U000433,080-xxxx-xxxx,9
U000434,080-xxxx-xxxx,38
U000435,090-xxxx-xxxx,3
U000436,090-xxxx-xxxx,42
U000437,090-xxxx-xxxx,19
U000438,080-xxxx-xxxx,21
U000439,080-xxxx-xxxx,22
U000440,080-xxxx-xxxx,5
U000441,090-xxxx-xxxx,27
U000442,080-xxxx-xxxx,26
U000443,080-xxxx-xxxx,26
U000444,080-xxxx-xxxx,39
U000445,090-xxxx-xxxx,22
U000446,090-xxxx-xxxx,29
U000447,090-xxxx-xxxx,37
U000448,080-xxxx-xxxx,6
U000449,080-xxxx-xxxx,25
U000450,090-xxxx-xxxx,25
U000451,080-xxxx-xxxx,46
U000452,080-xxxx-xxxx,34
U000453,090-xxxx-xxxx,20
U000454,080-xxxx-xxxx,32
U000455,080-xxxx-xxxx,43
U000456,090-xxxx-xxxx,43
U000457,080-xxxx-xxxx,23
U000458,080-xxxx-xxxx,43
U000459,090-xxxx-xxxx,37
U000460,090-xxxx-xxxx,23
U000461,080-xxxx-xxxx,14
U000462,080-xxxx-xxxx,1
U000463,080-xxxx-xxxx,29
U000464,090-xxxx-xxxx,21
U000465,080-xxxx-xxxx,25
U000466,090-xxxx-xxxx,47
U000467,080-xxxx-xxxx,24
U000468,080-xxxx-xxxx,44
U000469,090-xxxx-xxxx,2
U000470,090-xxxx-xxxx,19
U000471,090-xxxx-xxxx,9
U000472,080-xxxx-xxxx,29
U000473,090-xxxx-xxxx,42
U000474,090-xxxx-xxxx,15
U000475,080-xxxx-xxxx,28
U000476,080-xxxx-xxxx,12
U000477,080-xxxx-xxxx,5
U000478,090-xxxx-xxxx,9
U000479,080-xxxx-xxxx,41
U000480,080-xxxx-xxxx,32
U000481,080-xxxx-xxxx,39
U000482,080-xxxx-xxxx,5
U000483,080-xxxx-xxxx,22
U000484,080-xxxx-xxxx,2
U000485,080-xxxx-xxxx,47
U000486,080-xxxx-xxxx,43
U000487,090-xxxx-xxxx,27
U000488,080-xxxx-xxxx,39
U000489,080-xxxx-xxxx,19
U000490,080-xxxx-xxxx,29
U000491,080-xxxx-xxxx,22
U000492,080-xxxx-xxxx,22
U000493,090-xxxx-xxxx,35
U000494,080-xxxx-xxxx,38
U000495,080-xxxx-xxxx,11
U000496,090-xxxx-xxxx,17
U000497,080-xxxx-xxxx,2
U000498,080-xxxx-xxxx,20
U000499,080-xxxx-xxxx,30
U000500,080-xxxx-xxxx,45
U000501,080-xxxx-xxxx,2
U000502,090-xxxx-xxxx,19
U000503,080-xxxx-xxxx,31
U000504,090-xxxx-xxxx,24
U000505,090-xxxx-xxxx,41
U000506,090-xxxx-xxxx,33
U000507,080-xxxx-xxxx,19
U000508,090-xxxx-xxxx,18
U000509,080-xxxx-xxxx,8
U000510,080-xxxx-xxxx,21
U000511,080-xxxx-xxxx,2
U000512,080-xxxx-xxxx,36
U000513,080-xxxx-xxxx,2
U000514,080-xxxx-xxxx,13
U000515,080-xxxx-xxxx,16
U000516,080-xxxx-xxxx,38
U000517,080-xxxx-xxxx,44
U000518,080-xxxx-xxxx,8
U000519,090-xxxx-xxxx,25
U000520,080-xxxx-xxxx,4
U000521,090-xxxx-xxxx,14
U000522,080-xxxx-xxxx,18
U000523,080-xxxx-xxxx,32
U000524,090-xxxx-xxxx,15
U000525,090-xxxx-xxxx,36
U000526,090-xxxx-xxxx,24
U000527,090-xxxx-xxxx,29
U000528,090-xxxx-xxxx,13
U000529,080-xxxx-xxxx,32
U000530,080-xxxx-xxxx,27
U000531,080-xxxx-xxxx,13
U000532,080-xxxx-xxxx,1
U000533,080-xxxx-xxxx,26
U000534,080-xxxx-xxxx,16
U000535,090-xxxx-xxxx,43
U000536,080-xxxx-xxxx,31
U000537,090-xxxx-xxxx,20
U000538,080-xxxx-xxxx,37
U000539,080-xxxx-xxxx,9
U000540,080-xxxx-xxxx,2
U000541,090-xxxx-xxxx,4
U000542,090-xxxx-xxxx,44
U000543,090-xxxx-xxxx,2
U000544,080-xxxx-xxxx,31
U000545,080-xxxx-xxxx,25
U000546,080-xxxx-xxxx,1
U000547,080-xxxx-xxxx,34
U000548,080-xxxx-xxxx,41
U000549,090-xxxx-xxxx,41
U000550,090-xxxx-xxxx,21
U000551,080-xxxx-xxxx,21
U000552,080-xxxx-xxxx,47
U000553,080-xxxx-xxxx,42
U000554,080-xxxx-xxxx,33
U000555,080-xxxx-xxxx,9
U000556,090-xxxx-xxxx,37
U000557,080-xxxx-xxxx,13
U000558,080-xxxx-xxxx,19
U000559,080-xxxx-xxxx,20
U000560,090-xxxx-xxxx,18
U000561,090-xxxx-xxxx,37
U000562,080-xxxx-xxxx,26
U000563,080-xxxx-xxxx,4
U000564,080-xxxx-xxxx,24
U000565,080-xxxx-xxxx,43
U000566,080-xxxx-xxxx,21
U000567,080-xxxx-xxxx,38
U000568,080-xxxx-xxxx,4
U000569,080-xxxx-xxxx,41
U000570,090-xxxx-xxxx,20
U000571,080-xxxx-xxxx,17
U000572,080-xxxx-xxxx,11
U000573,080-xxxx-xxxx,13
U000574,090-xxxx-xxxx,11
U000575,080-xxxx-xxxx,34
U000576,090-xxxx-xxxx,24
U000577,090-xxxx-xxxx,44
U000578,080-xxxx-xxxx,42
U000579,080-xxxx-xxxx,30
U000580,090-xxxx-xxxx,21
U000581,090-xxxx-xxxx,11
U000582,080-xxxx-xxxx,10
U000583,090-xxxx-xxxx,38
U000584,080-xxxx-xxxx,12
U000585,080-xxxx-xxxx,31
U000586,090-xxxx-xxxx,24
U000587,090-xxxx-xxxx,22
U000588,080-xxxx-xxxx,14
U000589,080-xxxx-xxxx,35
U000590,080-xxxx-xxxx,24
U000591,090-xxxx-xxxx,20
U000592,080-xxxx-xxxx,41
U000593,090-xxxx-xxxx,17
U000594,080-xxxx-xxxx,44
U000595,080-xxxx-xxxx,38
U000596,090-xxxx-xxxx,46
U000597,090-xxxx-xxxx,7
U000598,090-xxxx-xxxx,1
U000599,080-xxxx-xxxx,11
U000600,080-xxxx-xxxx,23
U000601,080-xxxx-xxxx,2
U000602,080-xxxx-xxxx,47
U000603,080-xxxx-xxxx,12
U000604,090-xxxx-xxxx,11
U000605,080-xxxx-xxxx,36
U000606,090-xxxx-xxxx,22
U000607,080-xxxx-xxxx,9
U000608,090-xxxx-xxxx,39
U000609,090-xxxx-xxxx,23
U000610,090-xxxx-xxxx,8
U000611,080-xxxx-xxxx,25
U000612,090-xxxx-xxxx,11
U000613,080-xxxx-xxxx,40
U000614,080-xxxx-xxxx,30
U000615,080-xxxx-xxxx,2
U000616,080-xxxx-xxxx,44
U000617,090-xxxx-xxxx,31
U000618,090-xxxx-xxxx,24
U000619,080-xxxx-xxxx,44
U000620,080-xxxx-xxxx,8
U000621,090-xxxx-xxxx,42
U000622,090-xxxx-xxxx,1
U000623,080-xxxx-xxxx,3
U000624,080-xxxx-xxxx,40
U000625,080-xxxx-xxxx,3
U000626,080-xxxx-xxxx,25
U000627,080-xxxx-xxxx,46
U000628,080-xxxx-xxxx,45
U000629,090-xxxx-xxxx,29
U000630,080-xxxx-xxxx,4
U000631,080-xxxx-xxxx,25
U000632,090-xxxx-xxxx,19
U000633,080-xxxx-xxxx,43
U000634,080-xxxx-xxxx,5
U000635,080-xxxx-xxxx,34
U000636,090-xxxx-xxxx,34
U000637,080-xxxx-xxxx,29
U000638,080-xxxx-xxxx,15
U000639,080-xxxx-xxxx,35
U000640,080-xxxx-xxxx,13
U000641,080-xxxx-xxxx,34
U000642,080-xxxx-xxxx,46
U000643,080-xxxx-xxxx,11
U000644,080-xxxx-xxxx,45
U000645,080-xxxx-xxxx,21
U000646,090-xxxx-xxxx,17
U000647,080-xxxx-xxxx,14
U000648,080-xxxx-xxxx,41
U000649,080-xxxx-xxxx,22
U000650,080-xxxx-xxxx,8
U000651,080-xxxx-xxxx,39
U000652,080-xxxx-xxxx,46
U000653,080-xxxx-xxxx,10
U000654,090-xxxx-xxxx,32
U000655,090-xxxx-xxxx,26
U000656,080-xxxx-xxxx,43
U000657,080-xxxx-xxxx,28
U000658,080-xxxx-xxxx,41
U000659,080-xxxx-xxxx,39
U000660,080-xxxx-xxxx,21
U000661,080-xxxx-xxxx,24
U000662,080-xxxx-xxxx,43
U000663,080-xxxx-xxxx,22
U000664,080-xxxx-xxxx,40
U000665,080-xxxx-xxxx,36
U000666,090-xxxx-xxxx,5
U000667,090-xxxx-xxxx,24
U000668,090-xxxx-xxxx,40
U000669,080-xxxx-xxxx,37
U000670,090-xxxx-xxxx,37
U000671,080-xxxx-xxxx,19
U000672,090-xxxx-xxxx,43
U000673,080-xxxx-xxxx,6
U000674,080-xxxx-xxxx,41
U000675,080-xxxx-xxxx,38
U000676,090-xxxx-xxxx,27
U000677,090-xxxx-xxxx,26
U000678,090-xxxx-xxxx,32
U000679,080-xxxx-xxxx,20
U000680,090-xxxx-xxxx,8
U000681,080-xxxx-xxxx,7
U000682,090-xxxx-xxxx,30
U000683,080-xxxx-xxxx,36
U000684,080-xxxx-xxxx,24
U000685,090-xxxx-xxxx,4
U000686,080-xxxx-xxxx,32
U000687,080-xxxx-xxxx,43
U000688,090-xxxx-xxxx,30
U000689,090-xxxx-xxxx,32
U000690,080-xxxx-xxxx,46
U000691,080-xxxx-xxxx,34
U000692,080-xxxx-xxxx,9
U000693,080-xxxx-xxxx,46
U000694,080-xxxx-xxxx,1
U000695,090-xxxx-xxxx,12
U000696,080-xxxx-xxxx,3
U000697,080-xxxx-xxxx,27
U000698,080-xxxx-xxxx,25
U000699,080-xxxx-xxxx,33
U000700,090-xxxx-xxxx,34
U000701,080-xxxx-xxxx,45
U000702,080-xxxx-xxxx,21
U000703,080-xxxx-xxxx,6
U000704,090-xxxx-xxxx,46
U000705,090-xxxx-xxxx,11
U000706,080-xxxx-xxxx,18
U000707,090-xxxx-xxxx,37
U000708,080-xxxx-xxxx,12
U000709,090-xxxx-xxxx,40
U000710,080-xxxx-xxxx,21
U000711,080-xxxx-xxxx,17
U000712,090-xxxx-xxxx,27
U000713,080-xxxx-xxxx,24
U000714,080-xxxx-xxxx,29
U000715,080-xxxx-xxxx,6
U000716,080-xxxx-xxxx,22
U000717,080-xxxx-xxxx,43
U000718,080-xxxx-xxxx,20
U000719,090-xxxx-xxxx,13
U000720,080-xxxx-xxxx,3
U000721,080-xxxx-xxxx,44
U000722,090-xxxx-xxxx,38
U000723,080-xxxx-xxxx,5
U000724,090-xxxx-xxxx,22
U000725,080-xxxx-xxxx,18
U000726,090-xxxx-xxxx,1
U000727,090-xxxx-xxxx,45
U000728,090-xxxx-xxxx,39
U000729,080-xxxx-xxxx,28
U000730,090-xxxx-xxxx,39
U000731,090-xxxx-xxxx,46
U000732,080-xxxx-xxxx,14
U000733,080-xxxx-xxxx,31
U000734,080-xxxx-xxxx,24
U000735,080-xxxx-xxxx,26
U000736,090-xxxx-xxxx,19
U000737,080-xxxx-xxxx,1
U000738,080-xxxx-xxxx,6
U000739,080-xxxx-xxxx,44
U000740,090-xxxx-xxxx,7
U000741,080-xxxx-xxxx,35
U000742,090-xxxx-xxxx,28
U000743,090-xxxx-xxxx,24
U000744,080-xxxx-xxxx,38
U000745,090-xxxx-xxxx,10
U000746,080-xxxx-xxxx,15
U000747,080-xxxx-xxxx,2
U000748,090-xxxx-xxxx,12
U000749,080-xxxx-xxxx,13
U000750,080-xxxx-xxxx,22
U000751,090-xxxx-xxxx,27
U000752,080-xxxx-xxxx,20
U000753,090-xxxx-xxxx,18
U000754,090-xxxx-xxxx,47
U000755,090-xxxx-xxxx,1
U000756,090-xxxx-xxxx,29
U000757,080-xxxx-xxxx,41
U000758,080-xxxx-xxxx,35
U000759,090-xxxx-xxxx,13
U000760,080-xxxx-xxxx,21
U000761,080-xxxx-xxxx,4
U000762,090-xxxx-xxxx,15
U000763,080-xxxx-xxxx,29
U000764,080-xxxx-xxxx,45
U000765,090-xxxx-xxxx,31
U000766,080-xxxx-xxxx,11
U000767,080-xxxx-xxxx,5
U000768,090-xxxx-xxxx,5
U000769,090-xxxx-xxxx,7
U000770,090-xxxx-xxxx,15
U000771,090-xxxx-xxxx,2
U000772,080-xxxx-xxxx,10
U000773,080-xxxx-xxxx,10
U000774,090-xxxx-xxxx,18
U000775,080-xxxx-xxxx,32
U000776,090-xxxx-xxxx,21
